rating,review,displayName,isVerified,isSuperReviewer,hasSpoilers,hasProfanity,score,timeFromCreation,user.displayName,user.accountLink,user.realm,user.userId,displayImageUrl
1.0,"Unwatchable. Boring. Slow. I tried three times to watch this and couldn't. I LOVE science fiction but this was like watching paint dry. I disagree with the praise heaped upon this ""film"".",Nate M,False,False,False,False,1.0,"Feb 11, 2022",Nate M,/user/id/977016510,RT,977016510,
2.5,"Extremely short-paced, felt like most of the movie was empty without a real driving story. I would have hoped for more action.",Jonathan F,True,False,False,False,2.5,"Feb 05, 2022",Jonathan F,,Fandango,8b001493-f4f7-4f15-a4c6-9029362794a9,
2.5,"It was sci-fi but more FIction than SCIence. At least it was honest enough to ask initially ""whence did they come, moreover how did they arrive here: Faster than light travel?"" But then it sidetracked into impossible fantasies about time-travel or illusions of it. In short: Forget it; -Do not waste your time watching this film.",Tony C,False,False,False,False,2.5,"Feb 01, 2022",Tony C,/user/id/972431229,RT,972431229,https://graph.facebook.com/v3.3/1662800580665057/picture
5.0,I have never had a movie make me stop for 30 minutes after and really contemplate the actions on the characters on the level I had to with this movie. To make the choices she made. To decide it was worth it. It's absolutely beautiful and heartbreaking. This movie is incredible. A gift.,Tyler O,False,False,False,False,5.0,"Jan 31, 2022",Tyler O,/user/id/908467334,RT,908467334,https://graph.facebook.com/v3.3/502450092/picture
5.0,"HEAVY SPOILERS
An impressively complex yet comprehensive Science Fiction/Thriller story that doubles as a commentary on the importance of language. As foreshadowed by the protagonists Louise (Amy Adams) initially interaction with her co-lead Ian (Jeremy Renner) this is an exploration on the universal necessity of communication between sentient creatures. This is inclusive of not only humans and aliens but of humanity itself. The film also successfully presents an argument for why language is the most important weapon. Not to hurt or destroy but to defuse a conflict and mutually benefit everyone. Several factors come into play that raise the stakes of the movie. The first is the inability to communicate which plays out a number of different ways among the nations. Fear and paranoia are exploited by both the media and internet personalities which leads to protests and an assassination attempt later in the film. Pressure is placed on the governments to give answers they don't have. Thus tensions are placed on relationships between the military authority and Louise which slowly escalates and crescendos at the end and almost results in the death of our protagonists. The next factor is miscommunication which plays out as the alien language translating to ""gift weapon"" to each major location the aliens landed. This causes mistrust and fear between the world powers and they cut off communication for each other. Slowly but surely they begin to mobilize against the aliens believing them to want planetary control. Louise frantically tries to deescalate the situation to no avail. She knowing communication is the best way to solve this and believing the aliens to be friendly takes matters into her own hands and goes to talk to the aliens herself. Entering the chamber she  exposes herself to their atmospheric accommodations and talks face to...head? With one of the aliens whom she has come to know. She learns that they do indeed wish to gift them all a weapon but the weapon is not a scientific advancement or a destructive tool of conquest. Each power was given a piece of their language. Before departing Louise is given their entire language by the alien and when she returns she realizes she can understand it. She also begins to realize something else. Throughout the film we see what we thought were flashbacks to Louise's life and the death of her daughter. But it turns out that the film utilizes the theory that language determines the way your brain thinks and see's the world. Using this they introduce the concept that the alien language is a palindrome. Its the same backwards as it is forwards. Because of these things Louise is not having flash backs but flash forwards due to her increasing exposure to their language. Now she is able to see how everything in her life will play out and manipulate time to gain access to the phone number of the leading force of hostility towards the aliens. Using language she is able to reach him in an emotional place due to her ability to hear what she said in the future and prevent the attack on the aliens. Using only her words and the capabilities of language she prevents a major military conflict. The film wraps up with a corny but cute ""I wouldn't change a thing"" moment that is flipped on its head between our two leads as Louise is literally choosing to not change a single decision she has yet to make. However I will say she is able to see her own divorce in the future and it is implied she allowed things to happen the same way so that leaves me questioning why she would choose to go down the same path and not try and prevent it. But I suppose she can only remember the future not feel it in the moment so perhaps the nuance is that she has fallen in love with him currently and knows someday things won't be the same and she will fall out of love. It is human nature to do something that you desire despite knowing it will only end in pain so I suppose it does make sense but it also could be because she wants to experience the existence of her daughter and all the love and happiness that she has brought but also has yet to bring. Brings up a lot of ethical questions of selfishness and selflessness, is she being selfish in going down the same path or selfless in giving her daughter life even for a short time. Either way this is a movie that rewards thinking and knows how to subvert expectations in a satisfying way. In addition it presents a compelling argument about language and an entertaining exploration of a potentially possible scenario someday. I just wish the visuals weren't so cold and gray. It felt very bleak and for me that just makes it less appealing to ever revisit. But things are rarely perfect and this was still a hit on the nail for me. Give it a watch if it sounds like your thing.",Jayson B,False,False,False,False,5.0,"Jan 26, 2022",Jayson B,/user/id/978418932,RT,978418932,
4.5,"I cannot get enough of this movie. The mood and tone are set right away, and pull you into a fantastic watch. Not only were the ideas there, but they were executed perfectly. Arrival is one of those movies that will leave you thinking about the story long after the credits roll.",Sutton M,False,False,False,False,4.5,"Jan 23, 2022",Sutton M,/user/id/978886880,RT,978886880,
2.0,"Seriously overrated, I think. A boring, low pace movie with no action and too much sappy stuff with the daughter, the one-sided romance and the constant half focused, half scared look on the main female protagonists' face. The unrealistic lack of cooperation between similar research teams, the lack of depth in approaching the challenges and downright weird strategies to encounter the aliens did not help the plot forward. The aliens were boring, treelike creatures. Why bother showing up? Still, I get why the movie got high reviews. It is somewhat entertaining and definitely different. Overall, not a winner for me. Two stars is fair, I think.",Fred V,False,False,False,False,2.0,"Jan 21, 2022",Fred V,/user/id/924367050,RT,924367050,https://graph.facebook.com/v3.3/605484174/picture
5.0,"This is one of those rare movies where it exceeds its source material. The theme of time is incredibly well represented and it really comes together at the end. The soundtrack complements the film perfectly, especially the Max Richter song, On the Nature of Daylight. The song would bring anybody to tears on its own but is amplified by this film's revelation. This is one of those films that requires your full attention. Arrival will definitely bring you back a second time, or more.",JR G,False,False,False,False,5.0,"Jan 17, 2022",JR G,/user/id/979445939,RT,979445939,
3.5,Not that good. Its personal preference but it rather its more epic when it comes to sci fi,Ignacio  M,False,False,False,False,3.5,"Jan 16, 2022",Ignacio  M,/user/id/979445322,RT,979445322,
5.0,One of the best sci-fi movies of all time!,Zeno B,False,False,False,False,5.0,"Jan 11, 2022",Zeno B,/user/id/979437325,RT,979437325,
5.0,"So many memorable moments in this movie, brilliant way to deliver a sci fi film",Jesse B,False,False,False,False,5.0,"Jan 09, 2022",Jesse B,/user/id/979430059,RT,979430059,
5.0,"There are few, if any flaws to find in this astounding science fiction story about the arrival of strange, truly alien ETs that never dumbs down its lofty ideas to its audience. Yet it remains universal and truly astounding as a feat.",Penny S,False,False,False,False,5.0,"Jan 03, 2022",Penny S,/user/id/979426385,RT,979426385,https://graph.facebook.com/v3.3/10152291089754754/picture
3.5,"This is decent sci fi and then some. Adams and Renner are on their A game. With the sub plot, it's a piece of art. Resurgence in the genre, bring it on.",Manny P,False,False,False,False,3.5,"Dec 30, 2021",Manny P,/user/id/977080270,RT,977080270,
5.0,A great style of approach of an alien movie. Definitely a must-watch. The aliens are there but the real theme of the movie is time. ,,False,False,False,False,5.0,"Dec 30, 2021",,,Flixster,e907430f-5e31-4205-a808-0a9d9f957017,
5.0,I love it. The themes and visual style really work for me.,Connor S,False,False,False,False,5.0,"Dec 30, 2021",Connor S,/user/id/978871627,RT,978871627,
5.0,Seen this movie three times and I love it more with each watch,Quinn P,False,False,False,False,5.0,"Dec 28, 2021",Quinn P,/user/id/979418674,RT,979418674,
0.5,"If I wanted a mushy, heartfelt love story, I would've watched a Lifetime movie. If you're looking for thought-provoking science fiction and not a run-of-the-mill love story, don't waste your time.",Tim L,False,False,False,False,0.5,"Dec 27, 2021",Tim L,/user/id/979417116,RT,979417116,
5.0,"Please more films like this one! Sci Fi at its best. Excellent story, excellent performance by Amy Adams and, as always, great direction. It stays with you long after the ending.",Returning V,False,False,False,False,5.0,"Dec 26, 2021",Returning V,/user/id/979415220,RT,979415220,
4.5,American viewers go watch Venom 2. Please just leave these good movies alone.,Berke C,False,False,False,False,4.5,"Dec 26, 2021",Berke C,/user/id/979413323,RT,979413323,https://graph.facebook.com/v3.3/4813821061989651/picture
5.0,"One of my all time favorite movies. Haunting, in a good way, it will stick with you. If you have kids, it's gonna get ya.",Joe F,False,False,False,False,5.0,"Dec 16, 2021",Joe F,/user/id/979380535,RT,979380535,
5.0,It's not an action film- and it's perfect that way,Ree E,False,False,False,False,5.0,"Dec 12, 2021",Ree E,/user/id/978862631,RT,978862631,
4.5,"A spectacular film through visuals as well as the plot. The characters at times would be bland, but the emotional parts with Dr. Banks were well-done. And of cource got to give credit to the legend - Renner just being there. No suprise Denis Villeneuve was behind this exquisite art!",Robel I,False,False,False,False,4.5,"Dec 11, 2021",Robel I,/user/id/978979382,RT,978979382,https://graph.facebook.com/v3.3/930658577676570/picture
5.0,"Beautifully executed, and intriguing the whole way through. This movie opens our eyes to a new way to view the universe and its languages, that perhaps one day we can actually explore.",Justin R,False,False,False,False,5.0,"Dec 07, 2021",Justin R,/user/id/978983239,RT,978983239,
5.0,"Absolutely incredible film, one of the greatest twists of all time and one of the tensest movies of all time.",Nate C,False,False,False,False,5.0,"Dec 04, 2021",Nate C,/user/id/979370344,RT,979370344,
4.0,"A dazzling sci-fi epic that creates a beautiful spectacle on such a grand scale out of the mere arrival of extraterrestrial visitors. The arrivers feel truly.....well...alien. Their mysterious presence and the tense build-up to their arrival is expertly handled. The characters trying to learn and understand their unique language in an effort to communicate with them was fascinating to watch unfold. The discoveries and tension keep building up until they come to fruition in an amazing climax. Amy Adams is sympathetic, albeit a bit on the meeker side for someone who's such an accomplished scientific figure. But still an engaging performance nonetheless. My only major issue is the ending resolution, where it's revealed that (SPOILERS!) Amy Adams's character knew that her daughter was going to die of cancer and cause her husband to leave in grief, yet still chooses to go along with it anyway because it's ""worth it"". Which is frustrating, because I could easily see this working if this was the only way she could preserve peace between Earth and the aliens via those time visions she received. But the movie implies that she still has the choice to not go through with it. That she merely chooses to do so out of some forced attachment to an imaginary daughter that she only saw for a couple of visions, some of which involved her in immense pain and grief during her final years of life. It almost comes across as some unsettling warped pro-life angle to this messed up scenario. Why give someone life if you know they're going to die a horrible death in their youth and cause so much misery? Why not just adopt? There's not even abortion involved, it's just the absence of procreation. And this all could've been avoided if they just implied that this had to happen, that this wasn't her choice. It would've made the ending that mirrors the beginning so much more powerful with the movie's themes about time being a circle. I know it's just one flaw, but it's a major one that really drags down the movie's otherwise fantastic score for me. Regardless, the visual artistry and alien linguistics plotline more than make up for the movie's drawbacks. A skyrocketing experience like no other.",Kevin P,False,False,False,False,4.0,"Dec 03, 2021",Kevin P,/user/id/912678351,RT,912678351,https://graph.facebook.com/v3.3/100002496424362/picture
3.5,The aliens come and thank heavens they are nice and Amy figures it out.,Hunter V,False,False,False,False,3.5,"Nov 29, 2021",Hunter V,/user/id/978744084,RT,978744084,https://graph.facebook.com/v3.3/3063726593673055/picture
4.0,Awesome plot and cast.,sarah z,False,False,False,False,4.0,"Nov 11, 2021",sarah z,/user/id/979112544,RT,979112544,
4.5,"1 trải nghiệm phim đáng nhớ, mạch truyện dài nhưng thời lượng ngắn khiến cho ta xem ít cũng hiểu được nhiều. Đây là 1 trong những bộ phim khoa học viễn tưởng tuyệt vời nhất mà Denis từng làm ra",Nguyen Q,False,False,False,False,4.5,"Nov 11, 2021",Nguyen Q,/user/id/979310546,RT,979310546,https://graph.facebook.com/v3.3/424487329278087/picture
5.0,"When first I thought it is a science fiction movie, but at behind, I only realized that it is a philosophy movie. And after watching this movie you still can remember back its story and think about it (like her daughter have drawn a pic about they meet the alien scene, is this means that her daughter has her mom power too? Then she does not know she will have cancer or some disease will make her die in the future.) But if you want to watch some having a lot of action and stunning effects, then you shouldn't watch this movie.", ,False,False,False,False,5.0,"Nov 10, 2021", ,/user/id/979341160,RT,979341160,https://graph.facebook.com/v3.3/1006559910195018/picture
5.0,"Um dos meus filmes favoritos no mundo, se não o preferido. Sou apaixonado por cada pedacinho dele, minhas amigas dizem que é porque sou linguista kkkk enfim, amo demais!!!!",Matheus C,False,False,False,False,5.0,"Nov 09, 2021",Matheus C,/user/id/979339039,RT,979339039,
5.0,"Fantastic film, visually and performance-wise. Just a masterpiece! So moving and sweet and poignant.",Critics S,False,False,False,False,5.0,"Nov 08, 2021",Critics S,/user/id/979277082,RT,979277082,
5.0,"The most intelligent film ever.
The best Sci-Fi film ever.
The best film of Denis Villeneuve.
It's the best multisensorial experience; how script, directing, cinematography, editing, sound, production design, visual effects and performances strike a great balance one each other to breakthrough a new way to watch and understand the pass time.",Jorge M,False,False,False,False,5.0,"Nov 08, 2021",Jorge M,/user/id/957788756,RT,957788756,https://graph.facebook.com/v3.3/100003557146411/picture
5.0,Absolute masterpiece. Villeneuve explores Sci-Fi from new perspective that takes the genre to a new level,Martin P,False,False,False,False,5.0,"Nov 04, 2021",Martin P,/user/id/979318450,RT,979318450,
3.5,"Denis Villeneuve creates a different kind of alien invasion film that'll have you pondering life's biggest questions 

Check out the full review at: https://neoncamerareviews.blogspot.com/2021/11/arrival-2016.html?m=1",Emily H,False,False,False,False,3.5,"Nov 03, 2021",Emily H,/user/id/979220566,RT,979220566,https://graph.facebook.com/v3.3/4199920063424181/picture
5.0,Beautiful movie! Well done,,False,False,False,False,5.0,"Nov 02, 2021",,,Flixster,6a283e1f-b9ad-485d-bb81-c061201bdb46,
2.0,"For an America-centric Hollywood movie I thought it was pretty good. It is atmospheric and I enjoyed the cerebral elements at play. It was enjoyable to mentally play around with the conceptual ideas presented in the film. What totally ruined it for me though was the explicitly racist statement that Europeans are a ""superior race"" to Australian Aboriginals, ew gross. And the writers forced a black man to say it, poor Forest Whitaker. This is totally unacceptable in this day in age.",Latifa P,False,False,False,False,2.0,"Nov 02, 2021",Latifa P,/user/id/979308619,RT,979308619,https://graph.facebook.com/v3.3/10165725406935608/picture
5.0,"Denis Vilanueve, prova a sua importância para o cinema com um dos maiores clássicos modernos, simplesmente genial.",Marcelo F,False,False,False,False,5.0,"Oct 26, 2021",Marcelo F,/user/id/979307027,RT,979307027,https://graph.facebook.com/v3.3/1540372479650199/picture
4.0,"Facinante pelicula, probablemente de mis favoritas de SCIFY, Amy Adams increible como siempre",Francisco G,False,False,False,False,4.0,"Oct 25, 2021",Francisco G,/user/id/977897531,RT,977897531,
5.0,"This movie leaves you wanting more while giving you plenty of goosebumps. I am not a film connoisseur by any means, but as a laymen I felt wonder, joy, and longing. This movie is fantastic and I hope they create a second.",Baylee F,False,False,False,False,5.0,"Oct 23, 2021",Baylee F,/user/id/933731003,RT,933731003,https://graph.facebook.com/v3.3/100002262790404/picture
4.5,Dennis V is the GOAT,david r,False,False,False,False,4.5,"Oct 22, 2021",david r,/user/id/979304267,RT,979304267,
5.0,This film is truly one of the best science fiction films out there. I was mind blown by that twist. It has a very deep message that a lot of people should know. I love the direction and editing of this film. All those camera angles and shots made me feel what the protagonist was feeling. The first encounter with the alien literally scared me. That music is very amazing and so on point. Composers for science fiction films deserve all the praise. Kudos to all the casts and staff that made this film a very amazing film.,Patricia M,False,False,False,False,5.0,"Oct 21, 2021",Patricia M,/user/id/956061882,RT,956061882,https://graph.facebook.com/v3.3/100000287732163/picture
