creationDate,isFresh,isRotten,isRtUrl,isTop,reviewUrl,quote,reviewId,scoreOri,scoreSentiment,critic.name,critic.criticPictureUrl,critic.vanity,publication.id,publication.name,title
"Jul 16, 2020",True,False,False,False,https://confessionsfromageekmind.com/2014/11/10/mankind-was-born-on-earth-it-was-never-meant-to-die-here-interstellar-review/,Interstellar is not Christopher Nolan's best film but what I will say is that you can't deny his ambition.,2705478,4/5,POSITIVE,Kelechi Ehenulo,http://resizing.flixster.com/6ZJJXxN-YD1KuC6aEKjvx8sZAec=/128x128/v1.YzszNzAzO2o7MTkxNzA7MjA0ODszMDA7MzAw,kelechi-ehenulo,3739,Confessions From A Geek Mind,Interstellar
"Jul 7, 2020",True,False,False,False,https://www.thelastthingisee.com/2014/11/interstellar-movie-review-christopher.html,As spectacular as it is flawed.,2702286,B,POSITIVE,Brent McKnight,http://resizing.flixster.com/unYpHhDq7qCushsM7L5RigM5wJA=/128x128/v1.YzszNjk4O2o7MTkxNzA7MjA0ODszMDA7MzAw,brent-mcknight,3734,The Last Thing I See,Interstellar
"Jun 30, 2020",True,False,False,False,https://www.kcci.com/article/review-interstellar-searches-deep-space-and-finds-deep-emotions/6899489,"Interstellar is not only a grand space adventure worthy of the big screen, it's also a powerfully emotional story about the bond between a father and daughter, and how that love can drive one to attempt the impossible.",2700529,,POSITIVE,Damond Fudge,http://resizing.flixster.com/rmZ6Ht99Qb59lxgmp7E2jM2RENY=/128x128/v1.YzszNjk1O2o7MTkxNzA7MjA0ODsyMTgwOzIxODA,damond-fudge,3741,"KCCI (Des Moines, IA)",Interstellar
"Jun 26, 2020",True,False,False,False,https://www.cinemaficionados.com/2014/11/interstellar-2014.html,"One of the boldest science-fiction movies I've ever seen, both in narrative and visual terms. [Full review in Spanish]",2699022,9/10,POSITIVE,Yasser Medina,http://resizing.flixster.com/lTgFO288BqebXcLBnwKQcK4oUos=/128x128/v1.YzsxMDAwMDAyNjg0O3A7MTkxNzk7MjA0ODsyOTQ7Mjk0,yasser-medina,3731,Cinemaficionados,Interstellar
"May 27, 2020",True,False,False,False,https://www.youtube.com/watch?v=daULKwyEYRU&list=PLfilE8-llLwwbmf5ou2TqNk1azRZLyBWQ&index=270,It was a blockbuster movie-going experience.,2692632,,POSITIVE,Avaryl Halley,http://resizing.flixster.com/C1BTfDOhIKabehemY5ug83TyWLA=/128x128/v1.YzszNTc1O2o7MTkxNzA7MjA0ODsxNDAwOzE0MDE,avaryl-halley,3639,Movie Bitches,Interstellar
"Mar 26, 2020",True,False,False,False,https://www.youtube.com/watch?v=daULKwyEYRU&list=PLfilE8-llLwwbmf5ou2TqNk1azRZLyBWQ&index=268&t=0s,I guess the take away is all you need is love... and morse code?,2679614,7/10,POSITIVE,Andrew Galdi,http://resizing.flixster.com/O2pFVuixQlA6milreVpVn7pt0Kk=/128x128/v1.YzszNTc2O2o7MTkxNzA7MjA0ODsxNDAwOzE0MDE,andrew-galdi,3639,Movie Bitches,Interstellar
"Mar 11, 2020",True,False,False,False,https://www.sfsite.com/fsf/2015/km1503.htm,"Interstellar is, all in all, a very fine science fiction film.",2676494,,POSITIVE,Kathi Maio,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,kathi-maio,3662,The Magazine of Fantasy & Science Fiction,Interstellar
"Jan 9, 2020",False,True,False,False,https://www.memphisflyer.com/memphis/interstellar/Content?oid=3779112,Interstellar is 120 minutes of good movie stuffed into 170 minutes.,2658794,,NEGATIVE,Chris McCoy,http://resizing.flixster.com/9QYTF_nSAcA49iax-OaNjXGsdds=/128x128/v1.YzszNTM2O2o7MTkxNzA7MjA0ODszMDA7MzAw,chris-mccoy,284,Memphis Flyer,Interstellar
"Nov 27, 2019",True,False,False,False,https://spectrumculture.com/2014/11/04/interstellar/,Interstellar is Nolan at his most humane. It's a good look for him.,2649606,4.2/5,POSITIVE,David Harris,http://resizing.flixster.com/X5APAF4V_0w5ATy6EWBiDsTh9ic=/128x128/v1.YzszNDI5O2o7MTkxNzA7MjA0ODszMDA7MzAw,david-harris,2923,Spectrum Culture,Interstellar
"Nov 20, 2019",False,True,False,False,https://www.flickfeast.co.uk/feature/interstellar-2014/,"Overall, Interstellar looks nice but ultimately lacks substance. Nolan essentially loses his way by going to space.",2647266,3.5/5,NEGATIVE,Katie Smith-Wong,http://resizing.flixster.com/sc4J1vfH7dKR5hJgB1TResTSKeY=/128x128/v1.YzszNDcyO2o7MTkxNzA7MjA0ODszMDA7MzAw,katie-smith-wong,3449,Flick Feast,Interstellar
"Oct 27, 2019",True,False,False,False,https://www.businessinsider.com/interstellar-review-2014-11,The space voyage is easily one of Nolan's most thought-provoking films yet. It's definitely his most ambitious.,2639670,B,POSITIVE,Kirsten Acuna,http://resizing.flixster.com/uhvBxI7H9-B1Fxk4_F4939U6BmM=/128x128/v1.YzszMTUxO2o7MTkxNzA7MjA0ODszMDA7MzAw,kirsten-acuna,2877,Business Insider,Interstellar
"Sep 6, 2019",True,False,False,False,https://www.ioncinema.com/reviews/interstellar-review,"As far as a masterful visualization of space and an exploration of profound theory, it belongs on a shortlist of must see films which it's comparably akin to... But Nolan's film falls short in other realms, namely the human component.",2622466,3/5,POSITIVE,Nicholas Bell,http://resizing.flixster.com/MIIMosEKia8SyQPQ2GGGaxj4Q6w=/128x128/v1.YzszMDExO2o7MTkxNzA7MjA0ODs4NzI7ODcy,nicholas-bell,3108,IONCINEMA.com,Interstellar
"Aug 7, 2019",True,False,False,False,https://smashcutreviews.com/2017/01/interstellar-movie-review/,It's as grand as it is introspective and as grounded as it is existential. By the end of the nearly three-hour running time - it goes by in a flash - you feel as if you've experienced something that is so rarely captured on film.,2613347,5/5,POSITIVE,Karl Delossantos,http://resizing.flixster.com/Rtaec6dNX4Gp5zMnDeVed1EukZU=/128x128/v1.YzszNDE1O2o7MTkxNzA7MjA0ODszMDA7MzAw,karl-delossantos,3521,Smash Cut Reviews,Interstellar
"Aug 2, 2019",True,False,False,False,https://cinemasiren.com/cinema-siren/interstellar-movie-review/,Christopher Nolan more than deserves however much money the studios are willing to keep giving him to make these brainy beautiful blockbusters.,2611566,4.5/5,POSITIVE,Leslie Combemale,http://resizing.flixster.com/QBvS-tBBxj6qRuiLo6V4aO4Kf10=/128x128/v1.YzszMTk3O2o7MTkxNzA7MjA0ODszMDA7MzAw,leslie-combemale,3276,Cinema Siren,Interstellar
"Jul 30, 2019",False,True,False,False,https://thereader.com/film/interstellarreview,"Preposterous, pseudointellectual, poorly constructed, clichéd, impenetrably masculine, goofy and possessed of an indecipherable ending, Interstellar is the mother of all misfires.",2610093,D,NEGATIVE,Ryan Syrek,http://resizing.flixster.com/VR64icZvnPOTtGCE8-eS58ulpxM=/128x128/v1.YzszNDA1O2o7MTkxNzA7MjA0ODszMDA7MzAw,ryan-syrek,1045,"The Reader (Omaha, NE)",Interstellar
"Jul 16, 2019",True,False,False,False,http://deadshirt.net/2014/11/07/interstellar-review-century-worth-wonder-wow-wtf-three-hours/,"Moreso than any of his previous projects, Interstellar left me largely confounded, wondering if Nolan had finally ""lost it.""",2605520,7/10,POSITIVE,Dominic Griffin,http://resizing.flixster.com/8Ouvt3bZzKHA99FJ-McLgoAncms=/128x128/v1.YzszNDIzO2o7MTkxNzA7MjA0ODszMDA7MzAw,dominic-griffin-25444,3531,Deadshirt.net,Interstellar
"Jul 5, 2019",True,False,False,False,https://www.the-dispatch.com/lifestyle/20141112/interstellar-ranks-as-incredible-sci-fi-epic-for-all,"The old saying ""shoot for the moon - even if you miss you'll land among the stars"" has never rung quite as true as it does here.",2602593,3.5/4,POSITIVE,Mattie Lucas,http://resizing.flixster.com/vqeh9X74ekPipuLRiOxF6XYpsH8=/128x128/v1.YzsxMDAwMDAyNzQzO2o7MTkxNzk7MjA0ODszMDA7MzAw,matthew-lucas,3485,"The Dispatch (Lexington, NC)",Interstellar
"May 31, 2019",True,False,False,False,https://oneroomwithaview.com/2014/10/31/interstellar-review/,"There is absolutely a breathlessness to Interstellar, although perhaps too much of that is huffing and puffing.",2592534,3/5,POSITIVE,Christopher Preston,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,christopher-preston,3078,One Room With A View,Interstellar
"Apr 30, 2019",True,False,False,False,https://rachelsreviews.net/2015/02/17/interstellar-review/,I found it emotionally moving and... what I wanted in a good sci-fi movie.,2581968,A+,POSITIVE,Rachel Wagner,http://resizing.flixster.com/fgmlaXrxs46Gfr3tFWUkZwmqZf8=/128x128/v1.YzszMjU3O2o7MTkxNzA7MjA0ODszMDA7MzAw,rachel-wagner,3346,rachelsreviews.net,Interstellar
"Apr 3, 2019",True,False,False,False,https://cine-vue.com/2014/11/film-review-interstellar.html,"Interstellar may not be perfect, but tent-pole filmmaking with such ambition and grandeur is always worth celebrating.",2573619,4/5,POSITIVE,Ben Nicholson,http://resizing.flixster.com/nGETZxLqQ_qktZfnrZm3ciHSRO8=/128x128/v1.YzsyNjkxO2c7MTkxNzA7MjA0ODsxNTA7MTUw,ben-nicholson,2471,CineVue,Interstellar
"Feb 26, 2019",True,False,False,False,https://www.timesofmalta.com/articles/view/20141116/arts-entertainment/A-feast-for-eyes-and-mind.544486,"With the likes of Anne Hathaway, Jessica Chastain, Michael Caine, Casey Affleck, Ellen Burstyn and John Lithgow as supporting players, it is redundant to say that the ensemble adds so much more to a film that boasts excellence in all departments.",2561780,,POSITIVE,Paula Fleri-Soler,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,paula-fleri-soler,3390,Times of Malta,Interstellar
"Feb 2, 2019",False,True,False,False,https://www.thedailytimes.com/entertainment/review-scientific-convolution-trumps-emotion-in-nolan-s-interstellar/article_63d83b75-665b-588a-a6fb-e78eecb136f9.html,"A contrived science fiction film without authenticity, emotionally and narratively.",2554094,,NEGATIVE,Amanda Greever,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,amanda-greever,3281,The Daily Times (Tennessee),Interstellar
"Jan 25, 2019",True,False,False,False,https://www.sdentertainer.com/movies/movie-review-interstellar/,"A celestial tapestry of space exploration, time bender and heartfelt human story, it earns its place among the stars.",2551019,,POSITIVE,Nathalia Aryani,http://resizing.flixster.com/R-0w1F50-3Ucs2D57a593Vv0Q1Y=/128x128/v1.YzszOTkyO2o7MTkxNzA7MjA0ODsxNDU7MTQ1,nathalia-aryani,3312,San Diego Entertainer,Interstellar
"Jan 25, 2019",False,True,False,False,https://www.bgdailynews.com/community/dumb-and-dumber-to-provides-more-dumb-fun/article_d7529e5d-2fbe-5cdb-984e-dbe54715af5f.html,"Literally reaches for the stars -- and comes up short. Despite the best efforts of a talented cast and writer/director Christopher Nolan, this film just can't overcome a script with black hole-size plot craters.",2550744,C,NEGATIVE,Micheal Compton,http://resizing.flixster.com/m_PGd-HCqmDEmwlMKSoQXSWsMX8=/128x128/v1.YzszMTE4O2o7MTkxNzA7MjA0ODszMDA7MzAw,micheal-compton,3193,Bowling Green Daily News,Interstellar
"Jan 10, 2019",True,False,False,False,https://www.assignmentx.com/2014/movie-review-interstellar/,"Interstellar is impressive. It is superbly made, and combines compelling thought about everything from ecology to the nature of time to a child's belief in ghosts into something cohesive and mostly engrossing.",2547434,B+,POSITIVE,Abbie Bernstein,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,abbie-bernstein,3063,Assignment X,Interstellar
"Nov 18, 2018",True,False,False,False,https://pnabarro.wordpress.com/2014/11/11/interstellar/,The summary work of Nolan: apotheosis of his signature where he attempts to merge the philosophical and emotional in entertaining genre packages.,2533572,4/5,POSITIVE,PJ Nabarro,http://resizing.flixster.com/19_cCFURhsdzfMkHalEVmN46jk0=/128x128/v1.YzszMTc4O2o7MTkxNzA7MjA0ODszMDA7MzAw,pj-nabarro,3237,Patrick Nabarro,Interstellar
"Nov 2, 2018",True,False,False,False,http://www.laduenews.com/arts-and-culture/columns/movie-review-interstellar/article_3651b2af-d7bd-5052-885c-a3e8e8433f22.html,"It's the rare combination of a film that's both enjoyable in the theater and afterward, hashing through it over a drink",2527515,8/10,POSITIVE,Debbie Baldwin,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,debbie-baldwin,1599,Ladue News,Interstellar
"Nov 1, 2018",True,False,False,False,https://altfilmlens.wordpress.com/2014/11/07/interstellar-review/,"Interstellar magnifies Nolan's style to a tremendous degree, but that also means enlarging his own flaws too.",2526017,8/10,POSITIVE,Jennifer Heaton,http://resizing.flixster.com/lSP6TXYbCxgXr2bbzwVv71JHC_w=/128x128/v1.YzszMTY1O2o7MTkxNzA7MjA0ODszMDA7MzAw,jennifer-heaton,3260,Alternative Lens,Interstellar
"Oct 24, 2018",True,False,False,False,https://www.thehollywoodoutsider.com/interstellar-film-review/,"For this critic, Nolan hits shy of the mark for cinematic brilliance but still manages to land a visually stunning entertainment in its own right.",2521951,7.5/10,POSITIVE,Aaron Peterson,http://resizing.flixster.com/IusQKCpROKQtb5kfyoonbbNREqM=/128x128/v1.YzszMDc0O2o7MTkxNzA7MjA0ODszMDA7MzAw,aaron-peterson,3146,The Hollywood Outsider,Interstellar
"Aug 31, 2018",True,False,False,False,http://dcist.com/2014/11/out_of_frame_interstellar.php,Succeeds on a level that has been largely foreign to the celluloid-loving director: the emotional.,2506113,,POSITIVE,Pat Padua,http://resizing.flixster.com/5ewskvsXh81F1vO9mxWSsU68ho4=/128x128/v1.YzszMDA4O2o7MTkxNzA7MjA0ODsxMTQ5OzExNDk,pat-padua-17819,2348,DCist,Interstellar
"Aug 30, 2018",True,False,False,False,http://www.whatshesaidradio.com/what-she-said/interstellar-movie-review-by-anne-brodie/,"The planets in the new galaxies are creatively different yet familiar, beautiful and ugly, habitable but not habitable. They have their own histories and realities and have no interest in being colonised by the US of A.",2505266,4/5,POSITIVE,Anne Brodie,http://resizing.flixster.com/UJjjRyzEpLBrAq-T8voZT7pFDko=/128x128/v1.YzsyOTgyO2o7MTkxNzA7MjA0ODs0MDA7NDAw,anne-brodie,3077,What She Said,Interstellar
"Aug 26, 2018",True,False,False,False,https://www.boldlife.com/space-opera/,"The enchantment of a Christopher Nolan film, the sheer majesty of it, if you will, is surrendering to it.",2502535,,POSITIVE,Marcianne Miller,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,marcianne-miller,3107,"Bold Life (Hendersonville, NC)",Interstellar
"Aug 24, 2018",True,False,False,False,https://screen-queens.com/2014/11/17/group-review-interstellar/,"Interstellar is an ambitious story, and while the theme of love transcends time and space is a bit shoehorned into the script, it still rings true. Matthew McConaughey delivers one of the finest pieces of acting on film.",2502084,,POSITIVE,Chloe Leeson,http://resizing.flixster.com/MHIQ1F6Dblujmp7eeC4dWyYMWAM=/128x128/v1.YzszMDUyO2c7MTkxNzA7MjA0ODsxNTA7MTUw,chloe-leeson,3088,Screen Queens,Interstellar
"Aug 22, 2018",True,False,False,False,http://www.miamiartzine.com/Features.php?op=Article_141562933811668,I think the reason why I connected so deeply with it is the extent to which Nolan evokes iconic moments from silent films.,2500295,,POSITIVE,Rubén Rosario,http://resizing.flixster.com/e1JUthrbVJAxb3uekQMQWleGCfQ=/128x128/v1.YzsyOTM5O2o7MTkxNzA7MjA0ODszODA7Mzgw,ruben-rosario-22614,3039,MiamiArtZine,Interstellar
"Aug 22, 2018",False,True,False,False,https://battleroyalewithcheese.com/2014/11/review-interstellar/,"What is wrong with the movie - some of the messages are lathered on so thickly... yet the Nolan brothers assume that all viewers have a keen grasp of quantum physics, relativity, time dimensions and gravity.",2499738,,NEGATIVE,Rosalynn Try-Hane,http://resizing.flixster.com/5ixSeJTJg8V6loP6ojEsaN0g3lg=/128x128/v1.YzszMDQyO2c7MTkxNzA7MjA0ODsxNTA7MTUw,rosalynn-try-hane,3042,Battle Royale With Cheese,Interstellar
"May 23, 2018",True,False,False,False,https://io9.gizmodo.com/interstellar-is-the-best-and-worst-space-opera-youll-ev-1654807305,"The result is a mess. But it's a beautiful mess, and one that I wouldn't want you to miss for the world.",2480069,,POSITIVE,Annalee Newitz,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,annalee-newitz,2195,io9.com,Interstellar
"Mar 26, 2018",True,False,False,False,http://cinegods.com/film-review-interstellar/,Watching Christopher Nolan fall short is still more exciting than watching most other directors succeed.,2467324,3/5,POSITIVE,Mark Keizer,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,mark-keizer,2914,CineGods.com,Interstellar
"Mar 17, 2018",False,True,False,False,https://world.wng.org/2014/11/interstellar,Nolan's refreshing love affair with self-determination goes too far.,2465409,,NEGATIVE,Megan Basham,http://resizing.flixster.com/jN_dprtOqdrF1y7v9tB_oHrESM8=/128x128/v1.YzszNTMyO2o7MTkxNzA7MjA0ODszMDA7MzAw,megan-basham,2959,WORLD,Interstellar
"Jan 30, 2018",True,False,False,False,https://www.cinencuentro.com/2014/11/10/resena-interstellar-christopher-nolan/,"...visually spectacular, complex, and both intellectually and emotionally stimulating...[Full review in Spanish]",2454026,3.5/4,POSITIVE,Sebastian Zavala Kahn,http://resizing.flixster.com/mFuwmbwamSfJoRMGo4rtE72ZYKY=/128x128/v1.YzszODMwO2o7MTkxNzA7MjA0ODsyNTA7MjUw,sebastian-zavala-kahn,2705,Cinencuentro,Interstellar
"Jan 17, 2018",True,False,False,False,https://www.clarin.com/cine/interestelar-critica-matthew_mcconaughey-anne_hathaway_0_H1vlZE_9P7l.html,"Visually striking, with an impressive cast... [Full review in Spanish]",2450489,,POSITIVE,Pablo O. Scholz,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,pablo-o-scholz,2677,Clarín,Interstellar
"Jan 12, 2018",True,False,False,False,https://www.haaretz.com/israel-news/culture/television/.premium-1.627505,"Christopher Nolan's spectacular film is filled with frustration, anger, and guilt, and also strives for acceptance and even redemption.",2449474,,POSITIVE,Uri Klein,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,uri-klein,2746,Haaretz,Interstellar
"Dec 2, 2017",True,False,False,False,https://www.flickeringmyth.com/2014/11/interstellar-open-letter-hollywood/,"Eye-popping visuals, an ambitious narrative, and a heart-racing soundtrack; one of Nolan's best",2439999,5/5,POSITIVE,Robert Kojder,http://resizing.flixster.com/y8350d8So4aKQWFPETo1yqEeQO4=/38x42/v1.YzsyNDQ2O2c7MTkxNzA7MjA0ODszODs0Mg,robert-kojder,2936,Flickering Myth,Interstellar
"Nov 28, 2017",True,False,False,False,https://www.deseretnews.com/article/865614702/Interstellar-reminds-us-why-we-go-to-the-movies.html?pg=all,Interstellar is why we go to the movies.,2438975,,POSITIVE,Josh Terry,http://resizing.flixster.com/es6gs2uZQ3Dv9V6FmuWqhN8ebXc=/128x128/v1.YzszNTQyO2o7MTkxNzA7MjA0ODszMDA7MzAw,josh-terry,121,Deseret News (Salt Lake City),Interstellar
"Nov 11, 2017",True,False,False,False,https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/Interstellar/movie-review/45046039.cms,This intergalactic extravaganza is clearly in a class by itself.,2434933,4.5/5,POSITIVE,Nancy Gail Reagan,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,nancy-gail-reagan,2645,The Times of India,Interstellar
"Oct 18, 2017",False,True,False,False,https://cinesnark.com/2014/11/10/interstellar-isokay/,Big Ideas served in a movie that is ultimately unsatisfying.,2427923,,NEGATIVE,Sarah Marrs,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,sarah-marrs,2912,Cinesnark,Interstellar
"Sep 1, 2017",True,False,False,True,http://www.reeltalkonline.org/2014/11/review-interstellar-proves-that-we.html,"With all the rampant think pieces questioning the probability of every science fiction film that comes out, it's comforting to across a movie that doesn't really claim to have any of the answers.",2415480,B-,POSITIVE,Candice Frederick,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,candice-frederick,2809,Reel Talk Online,Interstellar
"Aug 28, 2017",True,False,False,False,http://theweek.com/articles/442418/interstellar-frustrating-overreaching-mess-should-anyway,"Interstellar is a beautiful, irritating, awe-inspiring mess. It's the kind of movie Hollywood simply doesn't make any more - and that's exactly why you should see it.",2414020,,POSITIVE,Scott Meslow,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,scott-meslow,2882,The Week,Interstellar
"Jun 28, 2017",False,True,False,False,http://saportareport.com/interstellar-director-nolan-takes-audience-to-infinity-and-back/,"Nolan does (to his credit) and his failure to engage us as fully as he intends... takes us to infinity and beyond, but it's likely you cared more about Buzz Lightyear than you will about anyone in Interstellar.",2402144,,NEGATIVE,Eleanor Ringel Cater,http://resizing.flixster.com/mJu7AwNGKN9a_87l43kFKc47AH4=/38x54/v1.YzsxNjE3O2c7MTkxNzA7MjA0ODszODs1NA,eleanor-ringel-cater,2852,Saporta Report (Atlanta),Interstellar
"Jun 2, 2017",True,False,False,False,https://www.polygon.com/2014/11/6/7166517/interstellar-review-chistopher-nolan-matthew-McConaughey,"It's flawed, certainly, but its vision is undeniably appealing and ultimately the film's saving grace.",2397722,,POSITIVE,Danielle Riendeau,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,danielle-riendeau,2843,Polygon,Interstellar
"May 16, 2017",True,False,False,False,https://codigoespagueti.com/resenas/interstellar/,"A film made with meticulousness and ambition, that achieves its tasks both narrative and visual with singular efficiency and grandiloquence that never feels forced. [Full review in Spanish]",2394086,8.7/10,POSITIVE,Nicolás Ruiz,http://resizing.flixster.com/QSjVPrl5OfXXAksn8kybVH08m_E=/128x128/v1.YzszMzQyO2o7MTkxNzA7MjA0ODszMDA7MzAw,nicolas-ruiz,2665,Código espagueti,Interstellar
"Apr 26, 2017",False,True,False,False,http://www.vogue.com/article/interstellar-christopher-nolan-review,"Naturally, Nolan's desire to unite high and low culture doesn't always pay off, yet even when he gets pretentious, I don't hate him for it. Better a filmmaker who fails while overreaching than one who has a hit with Transformers.",2390693,,NEGATIVE,John Powers,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,john-powers,2800,Vogue,Interstellar
