creationDate,isFresh,isRotten,isRtUrl,isTop,reviewUrl,quote,reviewId,scoreOri,scoreSentiment,critic.name,critic.criticPictureUrl,critic.vanity,publication.id,publication.name,title
"Mar 11, 2020",True,False,False,False,https://www.sfsite.com/fsf/2016/km1603.htm,The Martian is a story about people working together but thinking for themselves. It is also a first class piece of cinematic entertainment...,2676509,,POSITIVE,Kathi Maio,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,kathi-maio,3662,The Magazine of Fantasy & Science Fiction,The Martian
"Feb 13, 2020",True,False,False,False,https://aboutboulder.com/blog/rocket-man/,The Martian is the movie we need right now.,2668961,,POSITIVE,Tim Brennan,http://resizing.flixster.com/r8nvnHjAwbkxoHHuxWAPGoeTxWA=/128x128/v1.YzszMDk2O2o7MTkxNzA7MjA0ODszMDA7MzAw,tim-brennan,3167,About Boulder,The Martian
"Jan 10, 2020",True,False,False,False,https://www.memphisflyer.com/memphis/film-review-the-martian/Content?oid=4218682,"The Martian is a major return to form for Scott, who seems inspired by NASA's can-do spirit.",2659275,,POSITIVE,Chris McCoy,http://resizing.flixster.com/9QYTF_nSAcA49iax-OaNjXGsdds=/128x128/v1.YzszNTM2O2o7MTkxNzA7MjA0ODszMDA7MzAw,chris-mccoy,284,Memphis Flyer,The Martian
"Dec 2, 2019",False,True,False,False,https://spectrumculture.com/2015/10/01/the-martian/,"Watney may be taking a bunch of giant steps for mankind, but The Martian merely tiptoes around other great films that take on a similar topic.",2650566,3/5,NEGATIVE,David Harris,http://resizing.flixster.com/X5APAF4V_0w5ATy6EWBiDsTh9ic=/128x128/v1.YzszNDI5O2o7MTkxNzA7MjA0ODszMDA7MzAw,david-harris,2923,Spectrum Culture,The Martian
"Nov 13, 2019",True,False,False,False,https://comicbook.com/2015/09/30/the-martian-review/,"The Martian consumes audiences from start to finish. Damon's witty performance makes the film both fun and intense while Scott's balance of Mars, Earth, emotion, politics, science and humor is an impressive and enthralling feat.",2645185,8.4/10,POSITIVE,Brandon Davis,http://resizing.flixster.com/gFUxA41wEVTHxPlde3iNI-RmhQ4=/128x128/v1.YzszNDA3O2o7MTkxNzA7MjA0ODszMDA7MzAw,brandon-davis,3407,ComicBook.com,The Martian
"Oct 27, 2019",True,False,False,False,https://www.businessinsider.com/the-martian-review-2015-9,"""The Martian"" is this decade's ""Cast Away,"" but if ""Cast Away"" took place in a world that was constantly plugged in and online.",2639668,A-,POSITIVE,Kirsten Acuna,http://resizing.flixster.com/uhvBxI7H9-B1Fxk4_F4939U6BmM=/128x128/v1.YzszMTUxO2o7MTkxNzA7MjA0ODszMDA7MzAw,kirsten-acuna,2877,Business Insider,The Martian
"Oct 16, 2019",True,False,False,False,https://cinemasiren.com/cinema-siren/the-martian-video-review-making-science-sexy-and-ridley-scott-successful-again/,"The Martian is that rare film that both thrills and inspires, so much so that i'm sure it will be seen repeatedly at the theater and at home for years to come.",2636414,A,POSITIVE,Leslie Combemale,http://resizing.flixster.com/QBvS-tBBxj6qRuiLo6V4aO4Kf10=/128x128/v1.YzszMTk3O2o7MTkxNzA7MjA0ODszMDA7MzAw,leslie-combemale,3276,Cinema Siren,The Martian
"Aug 26, 2019",True,False,False,False,https://www.newshub.co.nz/home/entertainment/2016/02/the-martian-review.html,I can't see fans of the book (myself included) being remotely disappointed and imagine newcomers will be equally as enamoured.,2619146,4/5,POSITIVE,Kate Rodger,http://resizing.flixster.com/i-D-PABLjJOPywi4lbuoXnBKIbU=/128x128/v1.YzszNDM2O2o7MTkxNzA7MjA0ODszMDA7MzAw,kate-rodger,3001,Newshub (NZ),The Martian
"Jul 30, 2019",True,False,False,False,https://thereader.com/film/themartianreview,"While Gravity was a mediation on the choice to survive, The Martian is a celebration of our ability to survive no matter what, even when we should very much be dead.",2610054,B,POSITIVE,Ryan Syrek,http://resizing.flixster.com/VR64icZvnPOTtGCE8-eS58ulpxM=/128x128/v1.YzszNDA1O2o7MTkxNzA7MjA0ODszMDA7MzAw,ryan-syrek,1045,"The Reader (Omaha, NE)",The Martian
"Jul 5, 2019",True,False,False,False,https://www.the-dispatch.com/lifestyle/20150930/the-martian-provides-thrilling-cinematic-ode-to-space-exploration,Scott manages to take potentially dry scientific ideas and turns it into thrilling cinematic gold.,2602641,3/4,POSITIVE,Mattie Lucas,http://resizing.flixster.com/vqeh9X74ekPipuLRiOxF6XYpsH8=/128x128/v1.YzsxMDAwMDAyNzQzO2o7MTkxNzk7MjA0ODszMDA7MzAw,matthew-lucas,3485,"The Dispatch (Lexington, NC)",The Martian
"May 10, 2019",True,False,False,False,https://www.babblingblonde.com/the-martian-is-marvelous/,The Martian is the unique kind of blockbuster that you can marvel at in awe while still maintaining an emotional connection. It truly does have it all.,2585395,A,POSITIVE,Beth McDonough,http://resizing.flixster.com/GFBtrErZgCdLWB0rJUazGm6B6jk=/128x128/v1.YzszMzMyO2o7MTkxNzA7MjA0ODszMDA7MzAw,beth-mcdonough,3429,The Babbling Blonde,The Martian
"Apr 23, 2019",True,False,False,False,https://oneroomwithaview.com/2015/09/30/the-martian-review/,The Martian is a stunning return to form for Ridley Scott and a great film in its own right.,2579788,5/5,POSITIVE,Phil W. Bayles,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,phil-w-bayles,3078,One Room With A View,The Martian
"Apr 10, 2019",True,False,False,False,http://movieswithmae.com/review-ridley-scotts-the-martian-starring-matt-damon-jessica-chastain-chiwetel-ejiofor-and-more/,The Martian is a film that is driven and well-rounded family entertainment that is sure to please everyone and maybe make them want to go pick up a science book.,2576043,4/5,POSITIVE,Mae Abdulbaki,http://resizing.flixster.com/4XRR6hoqTa1py-vmPwcS0ssiyWc=/128x128/v1.YzsyNzcwO2c7MTkxNzA7MjA0ODsxNTA7MTUw,mae-abdulbaki,3048,Movies with Mae,The Martian
"Apr 8, 2019",True,False,False,False,https://cine-vue.com/2015/10/film-review-the-martian.html,"The Martian is ultimately a love letter to the spirit that saw humanity reach for the stars in the first place. When it's channelling that spirit via Damon and witty writing it lifts off, but then can't quite sustain its trajectory.",2575088,3/5,POSITIVE,Ben Nicholson,http://resizing.flixster.com/nGETZxLqQ_qktZfnrZm3ciHSRO8=/128x128/v1.YzsyNjkxO2c7MTkxNzA7MjA0ODsxNTA7MTUw,ben-nicholson,2471,CineVue,The Martian
"Mar 12, 2019",True,False,False,False,https://54disneyreviews.com/2015/10/04/martian-movie-review/,Definitely my favorite live action film of the year.,2566488,A+,POSITIVE,Rachel Wagner,http://resizing.flixster.com/fgmlaXrxs46Gfr3tFWUkZwmqZf8=/128x128/v1.YzszMjU3O2o7MTkxNzA7MjA0ODszMDA7MzAw,rachel-wagner,3346,rachelsreviews.net,The Martian
"Mar 1, 2019",True,False,False,False,http://waytooindie.com/review/movie/the-martian/,"The Martian won't please those expecting a dark, terrorizing thrill ride where the heroes are in constant peril, but it'll make the rest of us laugh and cheer, which is something sci-fi blockbusters don't do enough these days.",2563119,8/10,POSITIVE,Bernard Boo,http://resizing.flixster.com/81tAYjtYPdYmeKwZABpjkyZIC3s=/128x128/v1.YzsyNzI1O2c7MTkxNzA7MjA0ODsxNTA7MTUw,bernard-boo,3403,Way Too Indie,The Martian
"Feb 15, 2019",True,False,False,False,https://cinergetica.com.mx/mision-rescate-la-resena-cinergetica/,Ridley Scott returns to demonstrate that he is a great science fiction storyteller. [Full Review in Spanish],2559217,,POSITIVE,David Ocadiz,http://resizing.flixster.com/A-tRuHz84IyvNxAy4a7alWOVZIY=/128x128/v1.YzszNDAxO2o7MTkxNzA7MjA0ODszMDA7MzAw,david-ocadiz,2659,Cinergética,The Martian
"Jan 25, 2019",True,False,False,False,https://www.cautionspoilers.com/film-reviews/the-martian-2015/,A hugely entertaining movie about the scientific ingenuity of man while coping with the age-old dangers of abandonment and isolation. Despite coming in at 144 minutes it doesn't feel long at all (or maybe I'm just still on Mars time).,2550892,4/5,POSITIVE,Sarah Cartland,http://resizing.flixster.com/3kiU2RMKKxQU_8OQmgszdxrL1N0=/128x128/v1.YzszMTcyO2o7MTkxNzA7MjA0ODszMDA7MzAw,sarah-cartland,3228,Caution Spoilers,The Martian
"Jan 24, 2019",True,False,False,False,https://www.sdentertainer.com/movies/movie-review-the-martian/,"The Martian is a crowdpleaser, hopefully one that may inspire the next generation of space explorations.",2550385,,POSITIVE,Nathalia Aryani,http://resizing.flixster.com/R-0w1F50-3Ucs2D57a593Vv0Q1Y=/128x128/v1.YzszOTkyO2o7MTkxNzA7MjA0ODsxNDU7MTQ1,nathalia-aryani,3312,San Diego Entertainer,The Martian
"Jan 18, 2019",True,False,False,False,https://www.bgdailynews.com/community/pan-latest-take-on-classic-fails-to-take-flight/article_dc0bfbdb-028b-510a-ae31-ff9e9a7942cb.html,"It's breezy and fun, and director Ridley Scott makes the most of his talented cast.",2548993,B,POSITIVE,Micheal Compton,http://resizing.flixster.com/m_PGd-HCqmDEmwlMKSoQXSWsMX8=/128x128/v1.YzszMTE4O2o7MTkxNzA7MjA0ODszMDA7MzAw,micheal-compton,3193,Bowling Green Daily News,The Martian
"Dec 7, 2018",True,False,False,False,https://www.assignmentx.com/2015/movie-review-the-martian/,"The Martian is that rarest of aliens - a movie that is a heartfelt celebration of what science can accomplish, wrapped in purest entertainment.",2538681,,POSITIVE,Abbie Bernstein,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,abbie-bernstein,3063,Assignment X,The Martian
"Nov 10, 2018",True,False,False,False,https://www.sfcrowsnest.info/the-martian-film-review-by-frank-ochieng/,"Hopefully, The Martian is not dismissed as a foreign alien in the minds of ardent movie-going SF enthusiasts looking for a realistic and soulful space-age adventure with a refreshing backbone of scientific curiosity and candidness.",2530992,3.5/4,POSITIVE,Frank Ochieng,http://resizing.flixster.com/t9Do4s5Bdi9C4t0WufKs2q5M2EM=/128x128/v1.YzszMTc3O2o7MTkxNzA7MjA0ODszMDA7MzAw,frank-ochieng,2587,SF Crowsnest,The Martian
"Nov 1, 2018",True,False,False,False,https://altfilmlens.wordpress.com/2015/09/27/the-martian-review/,The Martian is a pleasant and heartwarming surprise as both a science-fiction film and a Ridley Scott film.,2525959,9.5/10,POSITIVE,Jennifer Heaton,http://resizing.flixster.com/lSP6TXYbCxgXr2bbzwVv71JHC_w=/128x128/v1.YzszMTY1O2o7MTkxNzA7MjA0ODszMDA7MzAw,jennifer-heaton,3260,Alternative Lens,The Martian
"Oct 31, 2018",True,False,False,False,http://www.fanboysoftheuniverse.com/index.php/site/comments/the_martian_is_very_down_to_earth,"It's a brave, new world that looks a lot like our current world, just with a whole lot more red sand.",2524756,7/10,POSITIVE,Johnny Gayzmonic,http://resizing.flixster.com/Nkr-jsSTr16rJmlHaY8UCp7Tmu0=/128x128/v1.YzszMTY0O2o7MTkxNzA7MjA0ODszMDA7MzAw,johnny-gayzmonic-23476,3246,Fanboys of the Universe,The Martian
"Oct 25, 2018",False,True,False,False,https://www.thehollywoodoutsider.com/the-martian-2015-film-review/,"The Martian is a finely shot, extremely well-acted film that is so by-the-numbers I hope to never see it again. In fact, I think I'd rather be stranded on Mars.",2522384,5.5/10,NEGATIVE,Aaron Peterson,http://resizing.flixster.com/IusQKCpROKQtb5kfyoonbbNREqM=/128x128/v1.YzszMDc0O2o7MTkxNzA7MjA0ODszMDA7MzAw,aaron-peterson,3146,The Hollywood Outsider,The Martian
"Aug 29, 2018",True,False,False,False,http://dcist.com/2015/10/out_of_frame_the_martian.php,A kind of Saving Private Ryan in space.,2504707,,POSITIVE,Pat Padua,http://resizing.flixster.com/5ewskvsXh81F1vO9mxWSsU68ho4=/128x128/v1.YzszMDA4O2o7MTkxNzA7MjA0ODsxMTQ5OzExNDk,pat-padua-17819,2348,DCist,The Martian
"Aug 27, 2018",True,False,False,False,https://eugeneweekly.com/2016/02/25/carte-blanche/,"Entertaining and visually appealing though it is, The Martian lacks one key element: characters.",2503323,,POSITIVE,Molly Templeton,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,molly-templeton,3105,Eugene Weekly (OR),The Martian
"Aug 23, 2018",True,False,False,False,https://www.thestranger.com/blogs/slog/2015/10/06/22970023/i-saw-ridley-scotts-the-martian-last-night-and-loved-it-except-for-one-thing,"I saw Ridley Scott's new film The Martian last night and loved every moment of it-well, almost every moment of it.",2500773,,POSITIVE,Charles Mudede,http://resizing.flixster.com/F61y6WIQpVPORxoG_NwDN2xW2Vk=/128x128/v1.YzszNjMyO2o7MTkxNzA7MjA0ODszMDA7MzAw,charles-mudede,1640,"The Stranger (Seattle, WA)",The Martian
"Aug 21, 2018",True,False,False,False,https://www.daily-journal.com/entertainment/reel_talk/reel-talk-the-martian/article_c073acba-65f4-11e5-8e29-c729bb99bd71.html,"""The Martian"" is exactly what you expect it to be: tense, humorous and dramatic.",2499541,,POSITIVE,Pamela Powell,http://resizing.flixster.com/KekwLeEWuc3SWmCuMScxkzkRkkg=/128x128/v1.YzszODI2O2o7MTkxNzA7MjA0ODsxODA7MTgw,pamela-powell,3054,"Daily Journal (Kankakee, IL)",The Martian
"Aug 21, 2018",True,False,False,False,http://filmthrills.com/fantastic-fest-2015the-martian/,Matt Damon could make a career out of playing marooned astronauts and I would be totally fine with that.,2499049,,POSITIVE,Deirdre Crimmins,http://resizing.flixster.com/6p9nrJg4H4u3q5M0--mEaePYAPE=/128x128/v1.YzszMTE0O2c7MTkxNzA7MjA0ODsxNTA7MTUw,deirdre-crimmins-22621,3049,Film Thrills,The Martian
"Apr 30, 2018",False,True,False,False,https://nplusonemag.com/online-only/film-review/were-not-ugly-people/,"Maybe the film is so bright because the days are thirty-nine minutes longer on Mars than on Earth, the same thirty-nine minutes that should have been cut from this Friday-less Robinson Crusoe.",2474579,,NEGATIVE,A.S. Hamrah,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,as-hamrah,2754,n+1,The Martian
"Apr 16, 2018",True,False,False,False,http://www.wbur.org/artery/2015/09/30/the-martian,"Scott only gets it half right, but the science lecture up to the go-for-broke finale, is scintillating in its own cerebral right.",2471690,,POSITIVE,Tom Meek,http://resizing.flixster.com/E30WS-6JkeBaDeVOUOqIbI6h7QQ=/128x128/v1.YzszNDA5O3A7MTkxNzA7MjA0ODszMDA7MzAw,tom-meek,2683,The ARTery,The Martian
"Mar 26, 2018",True,False,False,False,http://cinegods.com/film-review-martian/,"In an era of ""look at me"" CGI fireworks, here's a movie with a ""let's work together"" emphasis on problem-solving and teamwork.",2467317,4/5,POSITIVE,Mark Keizer,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,mark-keizer,2914,CineGods.com,The Martian
"Jan 5, 2018",False,True,False,False,https://www.thetimes.co.uk/article/the-martian-and-macbeth-58mwqr5dw3v,"Rarely has a movie felt more sketched out on the back of a napkin. It is riddled with distracting continuity errors and puzzles, including the undying question: what is a botanist even doing on Mars?",2447879,2/5,NEGATIVE,Camilla Long,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,camilla-long,437,Sunday Times (UK),The Martian
"Dec 3, 2017",True,False,False,False,https://www.flickeringmyth.com/2015/10/movie-review-the-martian-2015/,"The Martian is fantastic and a great return to form for Ridley Scott. He stages the film around the theme of survival and man's willingness to defy death, which ultimately winds up uplifting",2440145,4/5,POSITIVE,Robert Kojder,http://resizing.flixster.com/y8350d8So4aKQWFPETo1yqEeQO4=/38x42/v1.YzsyNDQ2O2c7MTkxNzA7MjA0ODszODs0Mg,robert-kojder,2936,Flickering Myth,The Martian
"Oct 26, 2017",True,False,False,False,http://www.dailymail.co.uk/home/event/article-3256169/The-Martian-life-Mars-Just-one-turns-s-Nasa-left-Matt-Damon-Red-Planet.html,"Yes, The Martian, which is based on a novel by Andy Weir, covers pretty familiar science-fiction ground, but the execution is marvellous.",2430664,4/5,POSITIVE,Matthew Bond,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,matthew-bond,1694,The Mail on Sunday (UK),The Martian
"Oct 14, 2017",True,False,False,False,http://www.laineygossip.com/TIFF-Review-The-Martian/40623,"The Martian is not self-serious, and is a reminder that you can make a movie with real stakes, depth, and tension and still include humor-it does not have to be one or the other (I'm looking at you, Christopher Nolan).",2427225,,POSITIVE,Sarah Marrs,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,sarah-marrs,2886,Lainey Gossip,The Martian
"Oct 12, 2017",True,False,False,False,http://cinema-scope.com/cinema-scope-online/tiff-2015-the-martian-ridley-scott-us-gala-presentations/,... this bloated by mostly entertaining chunk of shameless American triumphalism casts Matt Damon as Mark Watney...,2426675,,POSITIVE,José Teodoro,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,jose-teodoro,2906,Cinema Scope,The Martian
"Oct 11, 2017",True,False,False,False,http://www.dailypublic.com/articles/10032015/making-do-martian,The Martian is its own worst enemy: the good stuff at the beginning makes the run-of-the-mill stuff seem worse than it is.,2425921,,POSITIVE,M. Faust,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,m-faust,2402,The Public (Buffalo),The Martian
"Sep 22, 2017",True,False,False,False,http://www.citybeat.com/home/article/13001580/the-martian,The Martian never loses sight of the fact that it is about a supreme test of will and intelligence and human triumph.,2421497,A,POSITIVE,tt stern-enzi,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,tt-stern-enzi,2884,Cincinnati CityBeat,The Martian
"Aug 16, 2017",True,False,False,False,http://www.themonitor.com/entertainment/article_553f9cc6-6dfe-11e5-b828-dbaac57f56cb.html,To watch The Martian is to witness the development of one man's pedagogy of what it means to exist in the universe.,2411077,A,POSITIVE,Brooke Corso,http://resizing.flixster.com/SF6tc_rzJ8lLwXZxYhzETOLumso=/128x128/v1.YzsyODUxO2c7MTkxNzA7MjA0ODsxNTA7MTUw,brooke-corso,2796,"The Monitor (McAllen, TX)",The Martian
"Aug 14, 2017",True,False,False,False,https://seventh-row.com/2015/10/03/the-martian/,The Martian would be a great engineering recruitment film - if it ever mentioned the word 'engineering.',2410194,,POSITIVE,Alex Heeney,http://resizing.flixster.com/OUv2RVoUPLcMGijXpvXaF85uMms=/128x128/v1.YzsyOTE1O2o7MTkxNzA7MjA0ODszODA7Mzgw,alex-heeney,2860,Seventh Row,The Martian
